,model,ACT
44028,Multi-CNN VS Goro Daimon,157
44029,Multi-CNN VS Goro Daimon,157
44030,Multi-CNN VS Goro Daimon,157
44031,Multi-CNN VS Goro Daimon,157
44032,Multi-CNN VS Goro Daimon,157
44033,Multi-CNN VS Goro Daimon,157
44034,Multi-CNN VS Goro Daimon,157
44035,Multi-CNN VS Goro Daimon,157
44036,Multi-CNN VS Goro Daimon,157
44037,Multi-CNN VS Goro Daimon,157
44038,Multi-CNN VS Goro Daimon,157
44039,Multi-CNN VS Goro Daimon,157
44040,Multi-CNN VS Goro Daimon,157
44041,Multi-CNN VS Goro Daimon,157
44042,Multi-CNN VS Goro Daimon,157
44043,Multi-CNN VS Goro Daimon,157
44044,Multi-CNN VS Goro Daimon,157
44045,Multi-CNN VS Goro Daimon,157
44046,Multi-CNN VS Goro Daimon,157
44047,Multi-CNN VS Goro Daimon,157
44048,Multi-CNN VS Goro Daimon,157
44049,Multi-CNN VS Goro Daimon,157
44050,Multi-CNN VS Goro Daimon,157
44051,Multi-CNN VS Goro Daimon,157
44052,Multi-CNN VS Goro Daimon,157
44053,Multi-CNN VS Goro Daimon,157
44054,Multi-CNN VS Goro Daimon,157
44055,Multi-CNN VS Goro Daimon,157
44056,Multi-CNN VS Goro Daimon,157
44057,Multi-CNN VS Goro Daimon,157
44058,Multi-CNN VS Goro Daimon,157
44059,Multi-CNN VS Goro Daimon,157
44060,Multi-CNN VS Goro Daimon,157
44061,Multi-CNN VS Goro Daimon,157
44062,Multi-CNN VS Goro Daimon,157
44063,Multi-CNN VS Goro Daimon,157
44064,Multi-CNN VS Goro Daimon,157
44065,Multi-CNN VS Goro Daimon,157
44066,Multi-CNN VS Goro Daimon,157
44067,Multi-CNN VS Goro Daimon,157
44068,Multi-CNN VS Goro Daimon,157
44069,Multi-CNN VS Goro Daimon,157
44070,Multi-CNN VS Goro Daimon,157
44071,Multi-CNN VS Goro Daimon,157
44072,Multi-CNN VS Goro Daimon,157
44073,Multi-CNN VS Goro Daimon,157
44074,Multi-CNN VS Goro Daimon,157
44075,Multi-CNN VS Goro Daimon,157
44076,Multi-CNN VS Goro Daimon,157
44077,Multi-CNN VS Goro Daimon,157
44078,Multi-CNN VS Goro Daimon,157
44079,Multi-CNN VS Goro Daimon,157
44080,Multi-CNN VS Goro Daimon,157
44081,Multi-CNN VS Goro Daimon,157
44082,Multi-CNN VS Goro Daimon,157
44083,Multi-CNN VS Goro Daimon,157
44084,Multi-CNN VS Goro Daimon,157
44085,Multi-CNN VS Goro Daimon,157
44086,Multi-CNN VS Goro Daimon,157
44087,Multi-CNN VS Goro Daimon,157
44088,Multi-CNN VS Goro Daimon,157
44089,Multi-CNN VS Goro Daimon,157
44090,Multi-CNN VS Goro Daimon,157
44091,Multi-CNN VS Goro Daimon,157
44092,Multi-CNN VS Goro Daimon,157
44093,Multi-CNN VS Goro Daimon,157
44094,Multi-CNN VS Goro Daimon,157
44095,Multi-CNN VS Goro Daimon,157
44096,Multi-CNN VS Goro Daimon,157
44097,Multi-CNN VS Goro Daimon,157
44098,Multi-CNN VS Goro Daimon,157
44099,Multi-CNN VS Goro Daimon,157
44100,Multi-CNN VS Goro Daimon,157
44101,Multi-CNN VS Goro Daimon,157
44102,Multi-CNN VS Goro Daimon,157
44103,Multi-CNN VS Goro Daimon,157
44104,Multi-CNN VS Goro Daimon,157
44105,Multi-CNN VS Goro Daimon,157
44106,Multi-CNN VS Goro Daimon,157
44107,Multi-CNN VS Goro Daimon,157
44108,Multi-CNN VS Goro Daimon,157
44109,Multi-CNN VS Goro Daimon,157
44110,Multi-CNN VS Goro Daimon,157
44111,Multi-CNN VS Goro Daimon,157
44112,Multi-CNN VS Goro Daimon,157
44113,Multi-CNN VS Goro Daimon,157
44114,Multi-CNN VS Goro Daimon,157
44115,Multi-CNN VS Goro Daimon,157
44116,Multi-CNN VS Goro Daimon,157
44117,Multi-CNN VS Goro Daimon,157
44118,Multi-CNN VS Goro Daimon,157
44119,Multi-CNN VS Goro Daimon,157
44120,Multi-CNN VS Goro Daimon,157
44121,Multi-CNN VS Goro Daimon,157
44122,Multi-CNN VS Goro Daimon,157
44123,Multi-CNN VS Goro Daimon,157
44124,Multi-CNN VS Goro Daimon,157
44125,Multi-CNN VS Goro Daimon,157
44126,Multi-CNN VS Goro Daimon,157
44127,Multi-CNN VS Goro Daimon,157
44128,Multi-CNN VS Goro Daimon,157
44129,Multi-CNN VS Goro Daimon,157
44130,Multi-CNN VS Goro Daimon,157
44131,Multi-CNN VS Goro Daimon,157
44132,Multi-CNN VS Goro Daimon,157
44133,Multi-CNN VS Goro Daimon,157
44134,Multi-CNN VS Goro Daimon,157
44135,Multi-CNN VS Goro Daimon,157
44136,Multi-CNN VS Goro Daimon,157
44137,Multi-CNN VS Goro Daimon,157
44138,Multi-CNN VS Goro Daimon,157
44139,Multi-CNN VS Goro Daimon,157
44140,Multi-CNN VS Goro Daimon,157
44141,Multi-CNN VS Goro Daimon,157
44142,Multi-CNN VS Goro Daimon,157
44143,Multi-CNN VS Goro Daimon,157
44144,Multi-CNN VS Goro Daimon,157
44145,Multi-CNN VS Goro Daimon,157
44146,Multi-CNN VS Goro Daimon,157
44147,Multi-CNN VS Goro Daimon,157
44148,Multi-CNN VS Goro Daimon,157
44149,Multi-CNN VS Goro Daimon,157
44150,Multi-CNN VS Goro Daimon,157
44151,Multi-CNN VS Goro Daimon,157
44152,Multi-CNN VS Goro Daimon,157
44153,Multi-CNN VS Goro Daimon,157
44154,Multi-CNN VS Goro Daimon,157
44155,Multi-CNN VS Goro Daimon,157
44156,Multi-CNN VS Goro Daimon,157
44157,Multi-CNN VS Goro Daimon,157
44158,Multi-CNN VS Goro Daimon,157
44159,Multi-CNN VS Goro Daimon,157
44160,Multi-CNN VS Goro Daimon,157
44161,Multi-CNN VS Goro Daimon,157
44162,Multi-CNN VS Goro Daimon,157
44163,Multi-CNN VS Goro Daimon,157
44164,Multi-CNN VS Goro Daimon,157
44165,Multi-CNN VS Goro Daimon,157
44166,Multi-CNN VS Goro Daimon,157
44167,Multi-CNN VS Goro Daimon,157
44168,Multi-CNN VS Goro Daimon,157
44169,Multi-CNN VS Goro Daimon,157
44170,Multi-CNN VS Goro Daimon,157
44171,Multi-CNN VS Goro Daimon,157
44172,Multi-CNN VS Goro Daimon,157
44173,Multi-CNN VS Goro Daimon,157
44174,Multi-CNN VS Goro Daimon,157
44175,Multi-CNN VS Goro Daimon,157
44176,Multi-CNN VS Goro Daimon,157
44177,Multi-CNN VS Goro Daimon,157
44178,Multi-CNN VS Goro Daimon,157
44179,Multi-CNN VS Goro Daimon,157
44180,Multi-CNN VS Goro Daimon,157
44181,Multi-CNN VS Goro Daimon,157
44182,Multi-CNN VS Goro Daimon,157
44183,Multi-CNN VS Goro Daimon,157
44184,Multi-CNN VS Goro Daimon,157
44185,Multi-CNN VS Goro Daimon,157
44186,Multi-CNN VS Goro Daimon,157
44187,Multi-CNN VS Goro Daimon,157
44188,Multi-CNN VS Goro Daimon,157
44189,Multi-CNN VS Goro Daimon,157
44190,Multi-CNN VS Goro Daimon,157
44191,Multi-CNN VS Goro Daimon,157
44192,Multi-CNN VS Goro Daimon,157
44193,Multi-CNN VS Goro Daimon,157
44194,Multi-CNN VS Goro Daimon,157
44195,Multi-CNN VS Goro Daimon,157
44196,Multi-CNN VS Goro Daimon,157
44197,Multi-CNN VS Goro Daimon,157
44198,Multi-CNN VS Goro Daimon,157
44199,Multi-CNN VS Goro Daimon,157
44200,Multi-CNN VS Goro Daimon,157
44201,Multi-CNN VS Goro Daimon,157
44202,Multi-CNN VS Goro Daimon,157
44203,Multi-CNN VS Goro Daimon,157
44204,Multi-CNN VS Goro Daimon,157
44205,Multi-CNN VS Goro Daimon,157
44206,Multi-CNN VS Goro Daimon,157
44207,Multi-CNN VS Goro Daimon,157
44208,Multi-CNN VS Goro Daimon,157
44209,Multi-CNN VS Goro Daimon,157
44210,Multi-CNN VS Goro Daimon,157
44211,Multi-CNN VS Goro Daimon,157
44212,Multi-CNN VS Goro Daimon,157
44213,Multi-CNN VS Goro Daimon,157
44214,Multi-CNN VS Goro Daimon,157
44215,Multi-CNN VS Goro Daimon,157
44216,Multi-CNN VS Goro Daimon,157
44217,Multi-CNN VS Goro Daimon,157
44218,Multi-CNN VS Goro Daimon,157
44219,Multi-CNN VS Goro Daimon,157
44220,Multi-CNN VS Goro Daimon,157
44221,Multi-CNN VS Goro Daimon,157
44222,Multi-CNN VS Goro Daimon,157
44223,Multi-CNN VS Goro Daimon,157
44224,Multi-CNN VS Goro Daimon,157
44225,Multi-CNN VS Goro Daimon,157
44226,Multi-CNN VS Goro Daimon,157
44227,Multi-CNN VS Goro Daimon,157
44228,Multi-CNN VS Goro Daimon,157
44229,Multi-CNN VS Goro Daimon,157
44230,Multi-CNN VS Goro Daimon,157
44231,Multi-CNN VS Goro Daimon,157
44232,Multi-CNN VS Goro Daimon,157
44233,Multi-CNN VS Goro Daimon,157
44234,Multi-CNN VS Goro Daimon,157
44235,Multi-CNN VS Goro Daimon,157
44236,Multi-CNN VS Goro Daimon,157
44237,Multi-CNN VS Goro Daimon,157
44238,Multi-CNN VS Goro Daimon,157
44239,Multi-CNN VS Goro Daimon,157
44240,Multi-CNN VS Goro Daimon,157
44241,Multi-CNN VS Goro Daimon,157
44242,Multi-CNN VS Goro Daimon,157
44243,Multi-CNN VS Goro Daimon,157
44244,Multi-CNN VS Goro Daimon,157
44245,Multi-CNN VS Goro Daimon,157
44246,Multi-CNN VS Goro Daimon,157
44247,Multi-CNN VS Goro Daimon,157
44248,Multi-CNN VS Goro Daimon,157
44249,Multi-CNN VS Goro Daimon,157
44250,Multi-CNN VS Goro Daimon,157
44251,Multi-CNN VS Goro Daimon,157
44252,Multi-CNN VS Goro Daimon,157
44253,Multi-CNN VS Goro Daimon,157
44254,Multi-CNN VS Goro Daimon,157
44255,Multi-CNN VS Goro Daimon,157
44256,Multi-CNN VS Goro Daimon,157
44257,Multi-CNN VS Goro Daimon,157
44258,Multi-CNN VS Goro Daimon,157
44259,Multi-CNN VS Goro Daimon,157
44260,Multi-CNN VS Goro Daimon,157
44261,Multi-CNN VS Goro Daimon,157
44262,Multi-CNN VS Goro Daimon,157
44263,Multi-CNN VS Goro Daimon,157
44264,Multi-CNN VS Goro Daimon,157
44265,Multi-CNN VS Goro Daimon,157
44266,Multi-CNN VS Goro Daimon,157
44267,Multi-CNN VS Goro Daimon,157
44268,Multi-CNN VS Goro Daimon,157
44269,Multi-CNN VS Goro Daimon,157
44270,Multi-CNN VS Goro Daimon,157
44271,Multi-CNN VS Goro Daimon,157
44272,Multi-CNN VS Goro Daimon,157
44273,Multi-CNN VS Goro Daimon,157
44274,Multi-CNN VS Goro Daimon,157
44275,Multi-CNN VS Goro Daimon,157
44276,Multi-CNN VS Goro Daimon,157
44277,Multi-CNN VS Goro Daimon,157
44278,Multi-CNN VS Goro Daimon,157
44279,Multi-CNN VS Goro Daimon,157
44280,Multi-CNN VS Goro Daimon,157
44281,Multi-CNN VS Goro Daimon,157
44282,Multi-CNN VS Goro Daimon,157
44283,Multi-CNN VS Goro Daimon,157
44284,Multi-CNN VS Goro Daimon,157
44285,Multi-CNN VS Goro Daimon,157
44286,Multi-CNN VS Goro Daimon,157
44287,Multi-CNN VS Goro Daimon,157
44288,Multi-CNN VS Goro Daimon,157
44289,Multi-CNN VS Goro Daimon,157
44290,Multi-CNN VS Goro Daimon,157
44291,Multi-CNN VS Goro Daimon,157
44292,Multi-CNN VS Goro Daimon,157
44293,Multi-CNN VS Goro Daimon,157
44294,Multi-CNN VS Goro Daimon,157
44295,Multi-CNN VS Goro Daimon,157
44296,Multi-CNN VS Goro Daimon,157
44297,Multi-CNN VS Goro Daimon,157
44298,Multi-CNN VS Goro Daimon,157
44299,Multi-CNN VS Goro Daimon,157
44300,Multi-CNN VS Goro Daimon,157
44301,Multi-CNN VS Goro Daimon,157
44302,Multi-CNN VS Goro Daimon,157
44303,Multi-CNN VS Goro Daimon,157
44304,Multi-CNN VS Goro Daimon,157
44305,Multi-CNN VS Goro Daimon,157
44306,Multi-CNN VS Goro Daimon,157
44307,Multi-CNN VS Goro Daimon,157
44308,Multi-CNN VS Goro Daimon,157
44309,Multi-CNN VS Goro Daimon,157
44310,Multi-CNN VS Goro Daimon,157
44311,Multi-CNN VS Goro Daimon,157
44312,Multi-CNN VS Goro Daimon,157
44313,Multi-CNN VS Goro Daimon,157
44314,Multi-CNN VS Goro Daimon,157
44315,Multi-CNN VS Goro Daimon,157
44316,Multi-CNN VS Goro Daimon,157
44317,Multi-CNN VS Goro Daimon,157
44318,Multi-CNN VS Goro Daimon,157
44319,Multi-CNN VS Goro Daimon,157
44320,Multi-CNN VS Goro Daimon,157
44321,Multi-CNN VS Goro Daimon,157
44322,Multi-CNN VS Goro Daimon,157
44323,Multi-CNN VS Goro Daimon,157
44324,Multi-CNN VS Goro Daimon,157
44325,Multi-CNN VS Goro Daimon,157
44326,Multi-CNN VS Goro Daimon,157
44327,Multi-CNN VS Goro Daimon,157
44328,Multi-CNN VS Goro Daimon,157
44329,Multi-CNN VS Goro Daimon,157
44330,Multi-CNN VS Goro Daimon,157
44331,Multi-CNN VS Goro Daimon,157
44332,Multi-CNN VS Goro Daimon,157
44333,Multi-CNN VS Goro Daimon,157
44334,Multi-CNN VS Goro Daimon,157
44335,Multi-CNN VS Goro Daimon,157
44336,Multi-CNN VS Goro Daimon,157
44337,Multi-CNN VS Goro Daimon,157
44338,Multi-CNN VS Goro Daimon,157
44339,Multi-CNN VS Goro Daimon,157
44340,Multi-CNN VS Goro Daimon,157
44341,Multi-CNN VS Goro Daimon,157
44342,Multi-CNN VS Goro Daimon,157
44343,Multi-CNN VS Goro Daimon,157
44344,Multi-CNN VS Goro Daimon,157
44345,Multi-CNN VS Goro Daimon,157
44346,Multi-CNN VS Goro Daimon,157
44347,Multi-CNN VS Goro Daimon,157
44348,Multi-CNN VS Goro Daimon,157
44349,Multi-CNN VS Goro Daimon,157
44350,Multi-CNN VS Goro Daimon,157
44351,Multi-CNN VS Goro Daimon,157
44352,Multi-CNN VS Goro Daimon,157
44353,Multi-CNN VS Goro Daimon,157
44354,Multi-CNN VS Goro Daimon,157
44355,Multi-CNN VS Goro Daimon,157
44356,Multi-CNN VS Goro Daimon,157
44357,Multi-CNN VS Goro Daimon,157
44358,Multi-CNN VS Goro Daimon,157
44359,Multi-CNN VS Goro Daimon,157
44360,Multi-CNN VS Goro Daimon,157
44361,Multi-CNN VS Goro Daimon,157
44362,Multi-CNN VS Goro Daimon,157
44363,Multi-CNN VS Goro Daimon,157
44364,Multi-CNN VS Goro Daimon,157
44365,Multi-CNN VS Goro Daimon,157
44366,Multi-CNN VS Goro Daimon,157
44367,Multi-CNN VS Goro Daimon,157
44368,Multi-CNN VS Goro Daimon,157
44369,Multi-CNN VS Goro Daimon,157
44370,Multi-CNN VS Goro Daimon,157
44371,Multi-CNN VS Goro Daimon,157
44372,Multi-CNN VS Goro Daimon,157
44373,Multi-CNN VS Goro Daimon,157
44374,Multi-CNN VS Goro Daimon,157
44375,Multi-CNN VS Goro Daimon,157
44376,Multi-CNN VS Goro Daimon,157
44377,Multi-CNN VS Goro Daimon,157
44378,Multi-CNN VS Goro Daimon,157
44379,Multi-CNN VS Goro Daimon,157
44380,Multi-CNN VS Goro Daimon,157
44381,Multi-CNN VS Goro Daimon,157
44382,Multi-CNN VS Goro Daimon,157
44383,Multi-CNN VS Goro Daimon,157
44384,Multi-CNN VS Goro Daimon,157
44385,Multi-CNN VS Goro Daimon,157
44386,Multi-CNN VS Goro Daimon,157
44387,Multi-CNN VS Goro Daimon,157
44388,Multi-CNN VS Goro Daimon,157
44389,Multi-CNN VS Goro Daimon,157
44390,Multi-CNN VS Goro Daimon,157
44391,Multi-CNN VS Goro Daimon,157
44392,Multi-CNN VS Goro Daimon,157
44393,Multi-CNN VS Goro Daimon,157
44394,Multi-CNN VS Goro Daimon,157
44395,Multi-CNN VS Goro Daimon,157
44396,Multi-CNN VS Goro Daimon,157
44397,Multi-CNN VS Goro Daimon,157
44398,Multi-CNN VS Goro Daimon,157
44399,Multi-CNN VS Goro Daimon,157
44400,Multi-CNN VS Goro Daimon,157
44401,Multi-CNN VS Goro Daimon,157
44402,Multi-CNN VS Goro Daimon,157
44403,Multi-CNN VS Goro Daimon,157
44404,Multi-CNN VS Goro Daimon,157
44405,Multi-CNN VS Goro Daimon,157
44406,Multi-CNN VS Goro Daimon,157
44407,Multi-CNN VS Goro Daimon,157
44408,Multi-CNN VS Goro Daimon,157
44409,Multi-CNN VS Goro Daimon,157
44410,Multi-CNN VS Goro Daimon,157
44411,Multi-CNN VS Goro Daimon,157
44412,Multi-CNN VS Goro Daimon,157
44413,Multi-CNN VS Goro Daimon,157
44414,Multi-CNN VS Goro Daimon,157
44415,Multi-CNN VS Goro Daimon,157
44416,Multi-CNN VS Goro Daimon,157
44417,Multi-CNN VS Goro Daimon,157
44418,Multi-CNN VS Goro Daimon,157
44419,Multi-CNN VS Goro Daimon,157
44420,Multi-CNN VS Goro Daimon,157
44421,Multi-CNN VS Goro Daimon,157
44422,Multi-CNN VS Goro Daimon,157
44423,Multi-CNN VS Goro Daimon,157
44424,Multi-CNN VS Goro Daimon,157
44425,Multi-CNN VS Goro Daimon,157
44426,Multi-CNN VS Goro Daimon,157
44427,Multi-CNN VS Goro Daimon,157
44428,Multi-CNN VS Goro Daimon,157
44429,Multi-CNN VS Goro Daimon,157
44430,Multi-CNN VS Goro Daimon,157
44431,Multi-CNN VS Goro Daimon,157
44432,Multi-CNN VS Goro Daimon,157
44433,Multi-CNN VS Goro Daimon,157
44434,Multi-CNN VS Goro Daimon,157
44435,Multi-CNN VS Goro Daimon,157
44436,Multi-CNN VS Goro Daimon,157
44437,Multi-CNN VS Goro Daimon,157
44438,Multi-CNN VS Goro Daimon,157
44439,Multi-CNN VS Goro Daimon,157
44440,Multi-CNN VS Goro Daimon,157
44441,Multi-CNN VS Goro Daimon,157
44442,Multi-CNN VS Goro Daimon,157
44443,Multi-CNN VS Goro Daimon,157
44444,Multi-CNN VS Goro Daimon,157
44445,Multi-CNN VS Goro Daimon,157
44446,Multi-CNN VS Goro Daimon,157
44447,Multi-CNN VS Goro Daimon,157
44448,Multi-CNN VS Goro Daimon,157
44449,Multi-CNN VS Goro Daimon,157
44450,Multi-CNN VS Goro Daimon,157
44451,Multi-CNN VS Goro Daimon,157
44452,Multi-CNN VS Goro Daimon,157
44453,Multi-CNN VS Goro Daimon,157
44454,Multi-CNN VS Goro Daimon,157
44455,Multi-CNN VS Goro Daimon,157
44456,Multi-CNN VS Goro Daimon,157
44457,Multi-CNN VS Goro Daimon,157
44458,Multi-CNN VS Goro Daimon,157
44459,Multi-CNN VS Goro Daimon,157
44460,Multi-CNN VS Goro Daimon,157
44461,Multi-CNN VS Goro Daimon,157
44462,Multi-CNN VS Goro Daimon,157
44463,Multi-CNN VS Goro Daimon,157
44464,Multi-CNN VS Goro Daimon,157
44465,Multi-CNN VS Goro Daimon,157
44466,Multi-CNN VS Goro Daimon,157
44467,Multi-CNN VS Goro Daimon,157
44468,Multi-CNN VS Goro Daimon,157
44469,Multi-CNN VS Goro Daimon,157
44470,Multi-CNN VS Goro Daimon,157
44471,Multi-CNN VS Goro Daimon,157
44472,Multi-CNN VS Goro Daimon,157
44473,Multi-CNN VS Goro Daimon,157
44474,Multi-CNN VS Goro Daimon,157
44475,Multi-CNN VS Goro Daimon,157
44476,Multi-CNN VS Goro Daimon,157
44477,Multi-CNN VS Goro Daimon,157
44478,Multi-CNN VS Goro Daimon,157
44479,Multi-CNN VS Goro Daimon,157
44480,Multi-CNN VS Goro Daimon,157
44481,Multi-CNN VS Goro Daimon,157
44482,Multi-CNN VS Goro Daimon,157
44483,Multi-CNN VS Goro Daimon,157
44484,Multi-CNN VS Goro Daimon,157
44485,Multi-CNN VS Goro Daimon,157
44486,Multi-CNN VS Goro Daimon,157
44487,Multi-CNN VS Goro Daimon,157
44488,Multi-CNN VS Goro Daimon,157
44489,Multi-CNN VS Goro Daimon,157
44490,Multi-CNN VS Goro Daimon,157
44491,Multi-CNN VS Goro Daimon,157
44492,Multi-CNN VS Goro Daimon,157
44493,Multi-CNN VS Goro Daimon,157
44494,Multi-CNN VS Goro Daimon,157
44495,Multi-CNN VS Goro Daimon,157
44496,Multi-CNN VS Goro Daimon,157
44497,Multi-CNN VS Goro Daimon,157
44498,Multi-CNN VS Goro Daimon,157
44499,Multi-CNN VS Goro Daimon,157
44500,Multi-CNN VS Goro Daimon,157
44501,Multi-CNN VS Goro Daimon,157
44502,Multi-CNN VS Goro Daimon,157
44503,Multi-CNN VS Goro Daimon,157
44504,Multi-CNN VS Goro Daimon,157
44505,Multi-CNN VS Goro Daimon,157
44506,Multi-CNN VS Goro Daimon,157
44507,Multi-CNN VS Goro Daimon,157
44508,Multi-CNN VS Goro Daimon,157
44509,Multi-CNN VS Goro Daimon,157
44510,Multi-CNN VS Goro Daimon,157
44511,Multi-CNN VS Goro Daimon,157
44512,Multi-CNN VS Goro Daimon,157
44513,Multi-CNN VS Goro Daimon,157
44514,Multi-CNN VS Goro Daimon,157
44515,Multi-CNN VS Goro Daimon,157
44516,Multi-CNN VS Goro Daimon,157
44517,Multi-CNN VS Goro Daimon,157
44518,Multi-CNN VS Goro Daimon,157
44519,Multi-CNN VS Goro Daimon,157
44520,Multi-CNN VS Goro Daimon,157
44521,Multi-CNN VS Goro Daimon,157
44522,Multi-CNN VS Goro Daimon,157
44523,Multi-CNN VS Goro Daimon,157
44524,Multi-CNN VS Goro Daimon,157
44525,Multi-CNN VS Goro Daimon,157
44526,Multi-CNN VS Goro Daimon,157
44527,Multi-CNN VS Goro Daimon,157
44528,Multi-CNN VS Goro Daimon,157
44529,Multi-CNN VS Goro Daimon,157
44530,Multi-CNN VS Goro Daimon,157
44531,Multi-CNN VS Goro Daimon,157
44532,Multi-CNN VS Goro Daimon,157
44533,Multi-CNN VS Goro Daimon,157
44534,Multi-CNN VS Goro Daimon,157
44535,Multi-CNN VS Goro Daimon,157
44536,Multi-CNN VS Goro Daimon,157
44537,Multi-CNN VS Goro Daimon,157
44538,Multi-CNN VS Goro Daimon,157
44539,Multi-CNN VS Goro Daimon,157
44540,Multi-CNN VS Goro Daimon,157
44541,Multi-CNN VS Goro Daimon,157
44542,Multi-CNN VS Goro Daimon,157
44543,Multi-CNN VS Goro Daimon,157
44544,Multi-CNN VS Goro Daimon,157
44545,Multi-CNN VS Goro Daimon,157
44546,Multi-CNN VS Goro Daimon,157
44547,Multi-CNN VS Goro Daimon,157
44548,Multi-CNN VS Goro Daimon,157
44549,Multi-CNN VS Goro Daimon,157
44550,Multi-CNN VS Goro Daimon,157
44551,Multi-CNN VS Goro Daimon,157
44552,Multi-CNN VS Goro Daimon,157
44553,Multi-CNN VS Goro Daimon,157
44554,Multi-CNN VS Goro Daimon,157
44555,Multi-CNN VS Goro Daimon,157
44556,Multi-CNN VS Goro Daimon,157
44557,Multi-CNN VS Goro Daimon,157
44558,Multi-CNN VS Goro Daimon,157
44559,Multi-CNN VS Goro Daimon,157
44560,Multi-CNN VS Goro Daimon,157
44561,Multi-CNN VS Goro Daimon,157
44562,Multi-CNN VS Goro Daimon,157
44563,Multi-CNN VS Goro Daimon,157
44564,Multi-CNN VS Goro Daimon,157
44565,Multi-CNN VS Goro Daimon,157
44566,Multi-CNN VS Goro Daimon,157
44567,Multi-CNN VS Goro Daimon,157
44568,Multi-CNN VS Goro Daimon,157
44569,Multi-CNN VS Goro Daimon,157
44570,Multi-CNN VS Goro Daimon,157
44571,Multi-CNN VS Goro Daimon,157
44572,Multi-CNN VS Goro Daimon,157
44573,Multi-CNN VS Goro Daimon,157
44574,Multi-CNN VS Goro Daimon,157
44575,Multi-CNN VS Goro Daimon,157
44576,Multi-CNN VS Goro Daimon,157
44577,Multi-CNN VS Goro Daimon,157
44578,Multi-CNN VS Goro Daimon,157
44579,Multi-CNN VS Goro Daimon,157
44580,Multi-CNN VS Goro Daimon,157
44581,Multi-CNN VS Goro Daimon,157
44582,Multi-CNN VS Goro Daimon,157
44583,Multi-CNN VS Goro Daimon,157
44584,Multi-CNN VS Goro Daimon,157
44585,Multi-CNN VS Goro Daimon,157
44586,Multi-CNN VS Goro Daimon,157
44587,Multi-CNN VS Goro Daimon,157
44588,Multi-CNN VS Goro Daimon,157
44589,Multi-CNN VS Goro Daimon,157
44590,Multi-CNN VS Goro Daimon,157
44591,Multi-CNN VS Goro Daimon,157
44592,Multi-CNN VS Goro Daimon,157
44593,Multi-CNN VS Goro Daimon,157
44594,Multi-CNN VS Goro Daimon,157
44595,Multi-CNN VS Goro Daimon,157
44596,Multi-CNN VS Goro Daimon,157
44597,Multi-CNN VS Goro Daimon,157
44598,Multi-CNN VS Goro Daimon,157
44599,Multi-CNN VS Goro Daimon,157
44600,Multi-CNN VS Goro Daimon,157
44601,Multi-CNN VS Goro Daimon,157
44602,Multi-CNN VS Goro Daimon,157
44603,Multi-CNN VS Goro Daimon,157
44604,Multi-CNN VS Goro Daimon,157
44605,Multi-CNN VS Goro Daimon,157
44606,Multi-CNN VS Goro Daimon,157
44607,Multi-CNN VS Goro Daimon,157
44608,Multi-CNN VS Goro Daimon,157
44609,Multi-CNN VS Goro Daimon,157
44610,Multi-CNN VS Goro Daimon,157
44611,Multi-CNN VS Goro Daimon,157
44612,Multi-CNN VS Goro Daimon,157
44613,Multi-CNN VS Goro Daimon,157
44614,Multi-CNN VS Goro Daimon,157
44615,Multi-CNN VS Goro Daimon,157
44616,Multi-CNN VS Goro Daimon,157
44617,Multi-CNN VS Goro Daimon,157
44618,Multi-CNN VS Goro Daimon,157
44619,Multi-CNN VS Goro Daimon,157
44620,Multi-CNN VS Goro Daimon,157
44621,Multi-CNN VS Goro Daimon,157
44622,Multi-CNN VS Goro Daimon,157
44623,Multi-CNN VS Goro Daimon,157
44624,Multi-CNN VS Goro Daimon,157
44625,Multi-CNN VS Goro Daimon,157
44626,Multi-CNN VS Goro Daimon,157
44627,Multi-CNN VS Goro Daimon,157
44628,Multi-CNN VS Goro Daimon,157
44629,Multi-CNN VS Goro Daimon,158
44630,Multi-CNN VS Goro Daimon,158
44631,Multi-CNN VS Goro Daimon,158
44632,Multi-CNN VS Goro Daimon,158
44633,Multi-CNN VS Goro Daimon,158
44634,Multi-CNN VS Goro Daimon,158
44635,Multi-CNN VS Goro Daimon,158
44636,Multi-CNN VS Goro Daimon,158
44637,Multi-CNN VS Goro Daimon,158
44638,Multi-CNN VS Goro Daimon,158
44639,Multi-CNN VS Goro Daimon,158
44640,Multi-CNN VS Goro Daimon,158
44641,Multi-CNN VS Goro Daimon,158
44642,Multi-CNN VS Goro Daimon,158
44643,Multi-CNN VS Goro Daimon,158
44644,Multi-CNN VS Goro Daimon,158
44645,Multi-CNN VS Goro Daimon,158
44646,Multi-CNN VS Goro Daimon,158
44647,Multi-CNN VS Goro Daimon,158
44648,Multi-CNN VS Goro Daimon,158
44649,Multi-CNN VS Goro Daimon,158
44650,Multi-CNN VS Goro Daimon,158
44651,Multi-CNN VS Goro Daimon,158
44652,Multi-CNN VS Goro Daimon,158
44653,Multi-CNN VS Goro Daimon,158
44654,Multi-CNN VS Goro Daimon,158
44655,Multi-CNN VS Goro Daimon,158
44656,Multi-CNN VS Goro Daimon,158
44657,Multi-CNN VS Goro Daimon,158
44658,Multi-CNN VS Goro Daimon,158
44659,Multi-CNN VS Goro Daimon,158
44660,Multi-CNN VS Goro Daimon,158
44661,Multi-CNN VS Goro Daimon,158
44662,Multi-CNN VS Goro Daimon,158
44663,Multi-CNN VS Goro Daimon,158
